           time              RR              ZZ            Qacc           Qmdom            QQ01            QQ02            QQ03            QQ04           Xkf01           Xkf02           Xkf03           Xkf04            PP01            PP02            PP03            PP04            PP05            PP06            PP07            PP08            PP09            PP10            PP11            PP12            PP13            PP14            PP15            PP16              nn              NN           boDet     sqrtNlambda             Wm0             Wc0              Wi 
   0.000000e+00    1.000000e+00    9.578423e-01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    0.000000e+00    0.000000e+00    9.810000e+00   -3.333333e-02    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    2.500000e+01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.111111e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   2.000000e-02    1.000000e+00    1.151728e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    5.769604e-01    2.078183e-01    9.819426e+00   -3.337806e-02    5.001002e-01    1.004802e-02    2.502167e-03    4.090161e-17    1.004802e-02    1.009809e+00    5.006507e-01   -2.204739e-06    2.502167e-03    5.006507e-01    2.504341e+01   -2.207682e-04    4.090161e-17   -2.204739e-06   -2.207682e-04    1.125221e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   4.000000e-02    1.000000e+00    4.560744e-01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    5.406938e-01    4.016750e-01    9.824510e+00   -3.342312e-02    3.337385e-01    2.045087e-02    1.168462e-02   -5.887509e-08    2.045087e-02    1.039242e+00    1.002199e+00   -8.863228e-06    1.168462e-02    1.002199e+00    2.508682e+01   -4.449696e-04   -5.887509e-08   -8.863228e-06   -4.449696e-04    1.139372e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   6.000000e-02    1.000000e+00    1.839646e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    8.741274e-01    6.389482e-01    9.866600e+00   -3.346885e-02    2.509284e-01    3.158936e-02    2.754532e-02   -2.438742e-07    3.158936e-02    1.088056e+00    1.504153e+00   -2.004270e-05    2.754532e-02    1.504153e+00    2.512961e+01   -6.725188e-04   -2.438742e-07   -2.004270e-05   -6.725188e-04    1.153566e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   8.000000e-02    1.000000e+00    1.356798e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    9.832557e-01    8.568557e-01    9.896647e+00   -3.351490e-02    2.016932e-01    4.383093e-02    5.005257e-02   -6.228998e-07    4.383093e-02    1.155899e+00    2.005718e+00   -3.580963e-05    5.005257e-02    2.005718e+00    2.517048e+01   -9.042771e-04   -6.228998e-07   -3.580963e-05   -9.042771e-04    1.167802e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   1.000000e-01    1.000000e+00   -1.748572e-02    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    8.296104e-01    9.961897e-01    9.822608e+00   -3.355972e-02    1.693979e-01    5.752314e-02    7.912912e-02   -1.264166e-06    5.752314e-02    1.242250e+00    2.505712e+00   -5.622262e-05    7.912912e-02    2.505712e+00    2.520713e+01   -1.139951e-03   -1.264166e-06   -5.622262e-05   -1.139951e-03    1.182080e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   1.200000e-01    1.000000e+00    1.115949e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    8.903567e-01    1.212009e+00    9.859547e+00   -3.360676e-02    1.469385e-01    7.298447e-02    1.146323e-01   -2.235128e-06    7.298447e-02    1.346362e+00    3.002457e+00   -8.129146e-05    1.146323e-01    3.002457e+00    2.523611e+01   -1.376986e-03   -2.235128e-06   -8.129146e-05   -1.376986e-03    1.196401e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   1.400000e-01    1.000000e+00    1.683367e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.016857e+00    1.478655e+00    9.986084e+00   -3.365632e-02    1.307880e-01    9.049194e-02    1.563298e-01   -3.600207e-06    9.049194e-02    1.467185e+00    3.493657e+00   -1.109964e-04    1.563298e-01    3.493657e+00    2.525256e+01   -1.617871e-03   -3.600207e-06   -1.109964e-04   -1.617871e-03    1.210765e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   1.600000e-01    1.000000e+00   -5.318521e-01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    8.603588e-01    1.504194e+00    9.670673e+00   -3.369491e-02    1.190095e-01    1.102657e-01    2.038722e-01   -5.419843e-06    1.102657e-01    1.603290e+00    3.976288e+00   -1.453232e-04    2.038722e-01    3.976288e+00    2.525012e+01   -1.864584e-03   -5.419843e-06   -1.453232e-04   -1.864584e-03    1.225173e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   1.800000e-01    1.000000e+00    1.341242e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    9.419583e-01    1.757125e+00    9.792488e+00   -3.374589e-02    1.104594e-01    1.324506e-01    2.567625e-01   -7.748753e-06    1.324506e-01    1.752785e+00    4.446490e+00   -1.841145e-04    2.567625e-01    4.446490e+00    2.522085e+01   -2.105883e-03   -7.748753e-06   -1.841145e-04   -2.105883e-03    1.239624e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   2.000000e-01    1.000000e+00   -5.986211e-01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    8.143141e-01    1.705195e+00    9.303240e+00   -3.377698e-02    1.044224e-01    1.570957e-01    3.143277e-01   -1.062892e-05    1.570957e-01    1.913248e+00    4.899534e+00   -2.271405e-04    3.143277e-01    4.899534e+00    2.515550e+01   -2.352043e-03   -1.062892e-05   -2.271405e-04   -2.352043e-03    1.254118e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   2.200000e-01    1.000000e+00    3.354570e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.101775e+00    2.352449e+00    1.025043e+01   -3.386045e-02    1.004262e-01    1.841342e-01    3.756949e-01   -1.409029e-05    1.841342e-01    2.081679e+00    5.329821e+00   -2.740413e-04    3.756949e-01    5.329821e+00    2.504355e+01   -2.586986e-03   -1.409029e-05   -2.740413e-04   -2.586986e-03    1.268655e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   2.400000e-01    1.000000e+00    8.811361e-01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.124402e+00    2.499975e+00    1.013881e+01   -3.390415e-02    9.813883e-02    2.133651e-01    4.397803e-01   -1.814162e-05    2.133651e-01    2.254495e+00    5.731041e+00   -3.245755e-04    4.397803e-01    5.731041e+00    2.487418e+01   -2.846480e-03   -1.814162e-05   -3.245755e-04   -2.846480e-03    1.283239e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   2.600000e-01    1.000000e+00    5.782400e-01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.118221e+00    2.556597e+00    9.843489e+00   -3.393947e-02    9.730835e-02    2.444422e-01    5.052931e-01   -2.278090e-05    2.444422e-01    2.427583e+00    6.096374e+00   -3.785016e-04    5.052931e-01    6.096374e+00    2.463633e+01   -3.102706e-03   -2.278090e-05   -3.785016e-04   -3.102706e-03    1.297868e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   2.800000e-01    1.000000e+00    1.940605e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.246499e+00    2.966528e+00    1.028932e+01   -3.401028e-02    9.772451e-02    2.768727e-01    5.707662e-01   -2.798278e-05    2.768727e-01    2.596427e+00    6.418892e+00   -4.351693e-04    5.707662e-01    6.418892e+00    2.432004e+01   -3.349734e-03   -2.798278e-05   -4.351693e-04   -3.349734e-03    1.312540e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   3.000000e-01    1.000000e+00    1.762291e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.352962e+00    3.313264e+00    1.058477e+01   -3.407527e-02    9.919536e-02    3.100300e-01    6.346141e-01   -3.369638e-05    3.100300e-01    2.756307e+00    6.692054e+00   -4.940010e-04    6.346141e-01    6.692054e+00    2.391753e+01   -3.605976e-03   -3.369638e-05   -4.940010e-04   -3.605976e-03    1.327259e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   3.200000e-01    1.000000e+00    4.523603e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.736327e+00    4.589674e+00    1.274880e+01   -3.424897e-02    1.015334e-01    3.431826e-01    6.952132e-01   -3.985421e-05    3.431826e-01    2.902577e+00    6.910239e+00   -5.545318e-04    6.952132e-01    6.910239e+00    2.342382e+01   -3.866624e-03   -3.985421e-05   -5.545318e-04   -3.866624e-03    1.342024e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   3.400000e-01    1.000000e+00    4.366578e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.095798e+00    5.797067e+00    1.466211e+01   -3.441717e-02    1.045493e-01    3.755378e-01    7.510077e-01   -4.637459e-05    3.755378e-01    3.030970e+00    7.069346e+00   -6.167635e-04    7.510077e-01    7.069346e+00    2.283816e+01   -4.181655e-03   -4.637459e-05   -6.167635e-04   -4.181655e-03    1.356848e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   3.600000e-01    1.000000e+00    4.318996e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.442047e+00    6.945392e+00    1.635705e+01   -3.458021e-02    1.080516e-01    4.062974e-01    8.006126e-01   -5.318532e-05    4.062974e-01    3.137915e+00    7.167177e+00   -6.811808e-04    8.006126e-01    7.167177e+00    2.216359e+01   -4.544817e-03   -5.318532e-05   -6.811808e-04   -4.544817e-03    1.371730e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   3.800000e-01    1.000000e+00    6.291412e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.998879e+00    8.884223e+00    1.949331e+01   -3.485513e-02    1.118509e-01    4.347168e-01    8.429151e-01   -6.022687e-05    4.347168e-01    3.220804e+00    7.203763e+00   -7.482290e-04    8.429151e-01    7.203763e+00    2.140744e+01   -4.950744e-03   -6.022687e-05   -7.482290e-04   -4.950744e-03    1.386671e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   4.000000e-01    1.000000e+00    4.337737e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    3.314436e+00    9.806759e+00    2.052213e+01   -3.498552e-02    1.157669e-01    4.601605e-01    8.771548e-01   -6.745630e-05    4.601605e-01    3.278164e+00    7.181460e+00   -8.188133e-04    8.771548e-01    7.181460e+00    2.058128e+01   -5.440671e-03   -6.745630e-05   -8.188133e-04   -5.440671e-03    1.401683e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   4.200000e-01    1.000000e+00    5.473198e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    3.748985e+00    1.116164e+01    2.230507e+01   -3.518496e-02    1.196360e-01    4.821451e-01    9.029496e-01   -7.486586e-05    4.821451e-01    3.309719e+00    7.104638e+00   -8.937698e-04    9.029496e-01    7.104638e+00    1.969872e+01   -5.956825e-03   -7.486586e-05   -8.937698e-04   -5.956825e-03    1.416751e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   4.400000e-01    1.000000e+00    6.104847e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    4.239121e+00    1.267276e+01    2.427948e+01   -3.541385e-02    1.233180e-01    5.003644e-01    9.203099e-01   -8.246506e-05    5.003644e-01    3.316320e+00    6.979449e+00   -9.736873e-04    9.203099e-01    6.979449e+00    1.877599e+01   -6.521623e-03   -8.246506e-05   -9.736873e-04   -6.521623e-03    1.431882e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   4.600000e-01    1.000000e+00    8.113450e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    4.955587e+00    1.501966e+01    2.765825e+01   -3.579437e-02    1.267015e-01    5.146941e-01    9.295915e-01   -9.028993e-05    5.146941e-01    3.299784e+00    6.813216e+00   -1.059535e-03    9.295915e-01    6.813216e+00    1.782981e+01   -7.142089e-03   -9.028993e-05   -1.059535e-03   -7.142089e-03    1.447081e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   4.800000e-01    1.000000e+00    6.711094e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    5.449530e+00    1.633432e+01    2.902842e+01   -3.599188e-02    1.297054e-01    5.251785e-01    9.314349e-01   -9.840497e-05    5.251785e-01    3.262646e+00    6.613913e+00   -1.152847e-03    9.314349e-01    6.613913e+00    1.687687e+01   -7.861075e-03   -9.840497e-05   -1.152847e-03   -7.861075e-03    1.462365e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   5.000000e-01    1.000000e+00    8.145595e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    6.094673e+00    1.817253e+01    3.123975e+01   -3.630004e-02    1.322787e-01    5.320037e-01    9.266662e-01   -1.069132e-04    5.320037e-01    3.207898e+00    6.389449e+00   -1.255031e-03    9.266662e-01    6.389449e+00    1.593124e+01   -8.621830e-03   -1.069132e-04   -1.255031e-03   -8.621830e-03    1.477715e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   5.200000e-01    1.000000e+00    8.888794e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    6.790207e+00    2.009574e+01    3.348398e+01   -3.663732e-02    1.343973e-01    5.354627e-01    9.162366e-01   -1.159324e-04    5.354627e-01    3.138730e+00    6.147432e+00   -1.367205e-03    9.162366e-01    6.147432e+00    1.500596e+01   -9.450850e-03   -1.159324e-04   -1.367205e-03   -9.450850e-03    1.493144e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   5.400000e-01    1.000000e+00    9.126741e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    7.461131e+00    2.179887e+01    3.524606e+01   -3.693649e-02    1.360599e-01    5.359186e-01    9.011328e-01   -1.255993e-04    5.359186e-01    3.058309e+00    5.894713e+00   -1.490751e-03    9.011328e-01    5.894713e+00    1.411143e+01   -1.035099e-02   -1.255993e-04   -1.490751e-03   -1.035099e-02    1.508656e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   5.600000e-01    1.000000e+00    8.694137e+00    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    8.012608e+00    2.292572e+01    3.596935e+01   -3.710174e-02    1.372826e-01    5.337714e-01    8.823166e-01   -1.360656e-04    5.337714e-01    2.969612e+00    5.637194e+00   -1.626903e-03    8.823166e-01    5.637194e+00    1.325534e+01   -1.130931e-02   -1.360656e-04   -1.626903e-03   -1.130931e-02    1.524246e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   5.800000e-01    1.000000e+00    1.105363e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    8.833953e+00    2.500883e+01    3.821283e+01   -3.753990e-02    1.380944e-01    5.294290e-01    8.606796e-01   -1.474888e-04    5.294290e-01    2.875316e+00    5.379731e+00   -1.776392e-03    8.606796e-01    5.379731e+00    1.244269e+01   -1.229506e-02   -1.474888e-04   -1.776392e-03   -1.229506e-02    1.539900e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   6.000000e-01    1.000000e+00    1.029690e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    9.474087e+00    2.627318e+01    3.904128e+01   -3.775204e-02    1.385322e-01    5.232859e-01    8.370332e-01   -1.600215e-04    5.232859e-01    2.777740e+00    5.126315e+00   -1.940095e-03    8.370332e-01    5.126315e+00    1.167787e+01   -1.335626e-02   -1.600215e-04   -1.940095e-03   -1.335626e-02    1.555650e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   6.200000e-01    1.000000e+00    1.249488e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.035222e+01    2.833713e+01    4.109110e+01   -3.824435e-02    1.386372e-01    5.157087e-01    8.120639e-01   -1.738224e-04    5.157087e-01    2.678822e+00    4.879858e+00   -2.118841e-03    8.120639e-01    4.879858e+00    1.096181e+01   -1.444977e-02   -1.738224e-04   -2.118841e-03   -1.444977e-02    1.571469e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   6.400000e-01    1.000000e+00    1.359442e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.129647e+01    3.051163e+01    4.322029e+01   -3.880958e-02    1.384520e-01    5.070271e-01    7.863640e-01   -1.890449e-04    5.070271e-01    2.580134e+00    4.642613e+00   -2.313407e-03    7.863640e-01    4.642613e+00    1.029575e+01   -1.561504e-02   -1.890449e-04   -2.313407e-03   -1.561504e-02    1.587392e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   6.600000e-01    1.000000e+00    1.433273e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.224899e+01    3.257910e+01    4.509241e+01   -3.936938e-02    1.380181e-01    4.975297e-01    7.604131e-01   -2.058470e-04    4.975297e-01    2.482911e+00    4.416090e+00   -2.524935e-03    7.604131e-01    4.416090e+00    9.679215e+00   -1.685594e-02   -2.058470e-04   -2.524935e-03   -1.685594e-02    1.603428e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   6.800000e-01    1.000000e+00    1.515636e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.321824e+01    3.457653e+01    4.677878e+01   -3.993693e-02    1.373751e-01    4.874638e-01    7.345922e-01   -2.243915e-04    4.874638e-01    2.388092e+00    4.201220e+00   -2.754481e-03    7.345922e-01    4.201220e+00    9.110721e+00   -1.816542e-02   -2.243915e-04   -2.754481e-03   -1.816542e-02    1.619578e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   7.000000e-01    1.000000e+00    1.700707e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.434081e+01    3.698554e+01    4.900652e+01   -4.075761e-02    1.365590e-01    4.770373e-01    7.091975e-01   -2.448434e-04    4.770373e-01    2.296362e+00    3.998498e+00   -3.002930e-03    7.091975e-01    3.998498e+00    8.588305e+00   -1.953845e-02   -2.448434e-04   -3.002930e-03   -1.953845e-02    1.635842e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   7.200000e-01    1.000000e+00    1.689693e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.533530e+01    3.880872e+01    5.028348e+01   -4.130691e-02    1.356024e-01    4.664216e-01    6.844608e-01   -2.673701e-04    4.664216e-01    2.208199e+00    3.808146e+00   -3.271297e-03    6.844608e-01    3.808146e+00    8.110342e+00   -2.099413e-02   -2.673701e-04   -3.271297e-03   -2.099413e-02    1.652254e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   7.400000e-01    1.000000e+00    1.783133e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.635156e+01    4.059406e+01    5.145489e+01   -4.187392e-02    1.345341e-01    4.557559e-01    6.605387e-01   -2.921400e-04    4.557559e-01    2.123911e+00    3.630009e+00   -3.560374e-03    6.605387e-01    3.630009e+00    7.673660e+00   -2.250164e-02   -2.921400e-04   -3.560374e-03   -2.250164e-02    1.668777e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   7.600000e-01    1.000000e+00    2.007396e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.756056e+01    4.291463e+01    5.334754e+01   -4.286880e-02    1.333794e-01    4.451514e-01    6.375472e-01   -3.193191e-04    4.451514e-01    2.043673e+00    3.463817e+00   -3.870615e-03    6.375472e-01    3.463817e+00    7.275736e+00   -2.405796e-02   -3.193191e-04   -3.870615e-03   -2.405796e-02    1.685412e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   7.800000e-01    1.000000e+00    2.115151e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.878926e+01    4.516528e+01    5.506942e+01   -4.388977e-02    1.321599e-01    4.346956e-01    6.155743e-01   -3.490735e-04    4.346956e-01    1.967558e+00    3.309282e+00   -4.202737e-03    6.155743e-01    3.309282e+00    6.915016e+00   -2.568870e-02   -3.490735e-04   -4.202737e-03   -2.568870e-02    1.702215e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   8.000000e-01    1.000000e+00    2.185448e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    1.998512e+01    4.718012e+01    5.639743e+01   -4.478341e-02    1.308940e-01    4.244560e-01    5.946673e-01   -3.815691e-04    4.244560e-01    1.895567e+00    3.165955e+00   -4.557580e-03    5.946673e-01    3.165955e+00    6.589123e+00   -2.738910e-02   -3.815691e-04   -4.557580e-03   -2.738910e-02    1.719190e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   8.200000e-01    1.000000e+00    2.223363e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.110765e+01    4.884476e+01    5.719221e+01   -4.539766e-02    1.295977e-01    4.144838e-01    5.748464e-01   -4.169717e-04    4.144838e-01    1.827643e+00    3.033313e+00   -4.935757e-03    5.748464e-01    3.033313e+00    6.295473e+00   -2.914618e-02   -4.169717e-04   -4.935757e-03   -2.914618e-02    1.736317e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   8.400000e-01    1.000000e+00    2.462836e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.242085e+01    5.101428e+01    5.865309e+01   -4.662731e-02    1.282839e-01    4.048167e-01    5.561113e-01   -4.554406e-04    4.048167e-01    1.763689e+00    2.910779e+00   -5.337503e-03    5.561113e-01    2.910779e+00    6.031322e+00   -3.094127e-02   -4.554406e-04   -5.337503e-03   -3.094127e-02    1.753554e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   8.600000e-01    1.000000e+00    2.481308e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.362556e+01    5.272583e+01    5.944093e+01   -4.738244e-02    1.269639e-01    3.954816e-01    5.384692e-01   -4.971421e-04    3.954816e-01    1.703582e+00    2.797956e+00   -5.763279e-03    5.384692e-01    2.797956e+00    5.795723e+00   -3.279921e-02   -4.971421e-04   -5.763279e-03   -3.279921e-02    1.770982e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   8.800000e-01    1.000000e+00    2.523008e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.475958e+01    5.412320e+01    5.977885e+01   -4.775490e-02    1.256469e-01    3.864970e-01    5.218941e-01   -5.422234e-04    3.864970e-01    1.647184e+00    2.694254e+00   -6.213302e-03    5.218941e-01    2.694254e+00    5.585964e+00   -3.469567e-02   -5.422234e-04   -6.213302e-03   -3.469567e-02    1.788531e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
   9.000000e-01    1.000000e+00    2.761849e+01    1.000000e-02    1.111111e-05    1.000000e-02    0.000000e+00    0.000000e+00    1.111111e-05    2.607340e+01    5.598611e+01    6.073020e+01   -4.887915e-02    1.243403e-01    3.778744e-01    5.063560e-01   -5.908223e-04    3.778744e-01    1.594347e+00    2.599117e+00   -6.687360e-03    5.063560e-01    2.599117e+00    5.399649e+00   -3.661353e-02   -5.908223e-04   -6.687360e-03   -3.661353e-02    1.806138e-03    4.000000e+00    7.000000e+00    0.000000e+00    1.732051e-03   -2.333332e+06   -2.333329e+06    1.666667e+05 
